1	507293696	536870912	0	144044032	536870912	0	53743616	536870912	0	53841920	536870912	0	53882880	536870912	0	9446817792
2	1077719040	536870912	0	689303552	536870912	0	448028672	536870912	0	288854016	536870912	0	77045760	536870912	0	7674564608
3	1151512576	536870912	0	1125511168	536870912	0	947150848	536870912	0	735547392	536870912	0	508948480	536870912	0	5783523328
4	1179168768	536870912	0	1154084864	536870912	0	1141530624	536870912	0	1132191744	536870912	0	1014362112	536870912	0	4627144704
5	1213640704	536870912	0	1187377152	536870912	0	1174822912	536870912	0	1163386880	536870912	0	1154347008	536870912	0	4351246336
6	1248899072	536870912	0	1220669440	536870912	0	1208180736	536870912	0	1197596672	536870912	0	1187377152	536870912	0	4177494016
7	1283362816	536870912	0	1252782080	536870912	0	1240875008	536870912	0	1231675392	536870912	0	1219883008	536870912	0	4002381824
8	1318227968	536870912	0	1283846144	536870912	0	1274142720	536870912	0	1264574464	536870912	0	1251471360	536870912	0	3836784640
9	1352044544	536870912	0	1315041280	536870912	0	1306386432	536870912	0	1296031744	536870912	0	1283137536	536870912	0	3671760896
10	1380225024	536870912	0	1338265600	536870912	0	1327226880	536870912	0	1320144896	536870912	0	1308696576	536870912	0	3546906624
11	1406832640	536870912	0	1365696512	536870912	0	1337118720	536870912	0	1350684672	536870912	0	1333338112	536870912	0	3423559680
12	1440387072	536870912	0	1398333440	536870912	0	1369190400	536870912	0	1382535168	536870912	0	1365319680	536870912	0	3258105856
13	1475514368	536870912	0	1431232512	536870912	0	1405579264	536870912	0	1415565312	536870912	0	1398874112	536870912	0	3081826304
14	1509593088	536870912	0	1463083008	536870912	0	1440051200	536870912	0	1447809024	536870912	0	1431248896	536870912	0	2913009664
15	1541312512	536870912	0	1492697088	536870912	0	1472557056	536870912	0	1478086656	536870912	0	1462575104	536870912	0	2753445888
16	1569755136	536870912	0	1520533504	536870912	0	1502834688	536870912	0	1507840000	536870912	0	1493377024	536870912	0	2603581440
17	1599246336	536870912	0	1548976128	536870912	0	1532850176	536870912	0	1536806912	536870912	0	1523523584	536870912	0	2450513920
18	1627557888	536870912	0	1575714816	536870912	0	1560506368	536870912	0	1563676672	536870912	0	1550655488	536870912	0	2312032256
19	1656393728	536870912	0	1604550656	536870912	0	1590128640	536870912	0	1591070720	536870912	0	1579360256	536870912	0	2163740672
20	1686278144	536870912	0	1630302208	536870912	0	1619705856	536870912	0	1620037632	536870912	0	1607151616	536870912	0	2017230848
21	1716948992	536870912	0	1659793408	536870912	0	1650245632	536870912	0	1648975872	536870912	0	1633783808	536870912	0	1663627264
22	1741320192	536870912	0	1683918848	536870912	0	1674485760	536870912	0	1671380992	536870912	0	1632673792	536870912	0	160108544
23	1741320192	536870912	0	1698729984	536870912	0	1674485760	536870912	0	1671380992	536870912	0	1640538112	536870912	0	139067392
24	1741320192	536870912	0	1698729984	536870912	0	1674485760	536870912	0	1671380992	536870912	0	1640538112	536870912	0	139067392
25	1732812800	536870912	33673216	1690857472	536870912	17526784	1668964352	536870912	16031744	1669537792	536870912	2424832	1630502912	536870912	28221440	229810176
26	1710833664	536870912	152838144	1661861888	536870912	108302336	1648865280	536870912	123568128	1664397312	536870912	20733952	1571221504	536870912	430993408	364281856
27	1680433152	536870912	408809472	1615470592	536870912	472190976	1632591872	536870912	295661568	1645965312	536870912	108617728	1529528320	536870912	897318912	521490432
28	1574866944	536870912	1817063424	1526669312	536870912	1452974080	1523826688	536870912	1263230976	1556647936	536870912	1100115968	1532854272	536870912	897318912	255119360
29	1445576704	536870912	2896859136	1519206400	536870912	1559412736	1500413952	536870912	1674805248	1523785728	536870912	1481555968	1513402368	536870912	1168941056	141398016
30	1447550976	536870912	2896859136	1475837952	536870912	1972023296	1443962880	536870912	2180468736	1457631232	536870912	2085584896	1436200960	536870912	1689481216	259407872
