10	1161.5	1223.5
20	2148.475	2164.475
30	2356.98	2416.98
40	2327.885	2401.885
50	2094.7	2160.7
60	2078.95	2112.95
70	1979.4	2023.4
80	1992.3	2048.3
90	2073.7	2123.7
100	1981.45	2057.45
110	1748.1	1800.1
120	2258.85	2302.85
130	2067.45	2107.45
140	1899.9	1971.9
150	2100.05	2140.05
160	2060.4	2080.4
170	1898.2	1988.2
180	2016.9	2054.9
190	2000.65	2070.65
200	761.1	823.1
210	333.2	413.2
220	1193.24	1233.24
230	545.76	611.76
240	1204.0	1256.0
250	1070.55	1122.55
260	450.45	476.45
270	735.8	793.8
280	537.4	567.4
290	408.75	466.75
300	448.15	514.15
310	459.3	483.3
320	331.0	379.0
330	630.15	674.15
340	561.45	613.45
350	615.85	657.85
360	946.65	1006.65
370	896.2	950.2
380	948.75	976.75
390	185.3	271.3
400	517.65	567.65
410	420.4	480.4
420	421.65	465.65
430	472.45	500.45
440	692.2	744.2
450	327.645	365.645
