10	125 	134.79	0	0
20	683.7	499.2	2066.68	2044.8
30	748.53	644.3	2715.8	2401.1
40	1162.7	1093.1	2862 	2603.5
50	1698.6	1525.9	3052.9	2839.8
60	1925.9	1892.1	3007.7	2920.1
70	1896.14	1813.2	3104.59	2141.7
80	1845.5	1844.1	2864.26	2430.8
90	1329.2	71.7	2943.1	1592.6
100	2868.03	0 	592.6	78.3
110	2089.83	123 	50.4	17.4
120	2250.77	398.9	187.48	58.3
130	2597.66	1013.5	140.71	36.4
140	2173.3	878.2	109.4	9.9
150	2120.81	685.7	138.6	19.3
160	2077.5	1629.25	263.2	21 
170	2336.4	804.72	771.3	99.4
180	2153.1	912.5	361.57	51.8
190	2015.4	1230.7	311.91	38.8
200	841.2	21.9	281.12	45.9
210	1786.5	979.3	58.32	3.2
220	1761.9	1179.9	209.92	24.4
230	2520.7	868.7	598.38	91.7
240	1553.6	1249 	104.74	19.5
250	1727.7	578.3	576.7	112.7
260	1877.5	1475 	113.4	15 
270	1542.8	1148.9	821.1	122.3
280	1273.07	262.8	545.2	72.5
290	2399.04	1360.6	11.8	0.5
300	1742.6	1283.5	85.3	3.6
310	1459.52	993.3	286.2	41.5
320	768.93	509.4	150.9	29.9
330	1738.3	1382.9	18.1	1.6
340	1769.1	1534.5	249.25	26.5
350	1795 	1447.6	591.7	57.9
360	772.99	537.7	613.6	61.8
370	2335.07	856.9	91.7	0.7
380	1865.5	1064.3	39.09	1.7
390	1549.32	958.3	107.52	8.8
400	1405.78	684.4	215 	22.2
410	1503.6	1266.3	77.28	2.4
420	1224.7	492.1	361.3	27.4
430	1509.65	1116.5	25.8	2.2
440	1625.2	1420.4	296.4	27.5
450	27.78	168.83	557.8	44.4
