10	1043.9	964.6	0	1664.7
20	1809.8	1679.4	1248.4	2090.5
30	2228.9	2056.1	2136.5	2113.8
40	1644.4	1655.9	2989.7	2281.8
50	1846 	895.6	2722.4	2154.5
60	1850.1	962.8	2355.7	2673.4
70	1775 	1002.9	2738.1	3019.6
80	1830.5	887 	3054.6	2862.5
90	1845.2	1462.5	2902.3	2700.6
100	1742.9	1441.6	2797.3	3100.1
110	891.8	684.99	3093 	2759 
120	645.5	1068.82	3104.8	2765 
130	900.7	1058.79	3259.52	1913.4
140	189.9	182.2	2422.33	2093.9
150	489.9	623.36	2237.4	1946.1
160	881.5	890.4	2186.4	1935.6
170	795.88	770.6	2083 	2103.6
180	788.12	785.22	2082.7	2712.2
190	802.3	787.8	2731.9	2641.8
200	932.6	804.68	2673.4	2268.74
210	1049 	971.7	2290.9	2732.44
220	747.5	934.6	3126.7	2747.4
230	971.4	1172.62	3081.4	2524.39
240	618.8	809 	2986 	2152.99
250	586.1	697.5	2370.8	2676.1
260	403.9	442.66	2661.1	2076.7
270	415.5	617.56	2163.2	2995.4
280	582.7	711.6	1250.1	2287.5
290	664.2	700.6	2381.8	2013.8
300	733.6	740.83	2134.1	3085.8
310	696.7	660.57	3059.9	3096.8
320	835.9	820.5	3411.9	2696.78
330	360.8	711.4	3060 	2640.78
340	539.9	815.52	3035.6	2703.4
350	767.9	924.19	2952.2	2811.5
360	836.1	936.8	2853.8	1884.3
370	696.6	690.43	2127.1	2155.3
380	149.6	119.9	2230.4	2328.8
390	268.1	404.24	2412.5	1826.9
400	417.8	564.1	1872 	2649.6
410	274 	332.87	2595.6	2770.5
420	122.6	181.02	3071.5	2770.1
430	346.3	335.4	3068.9	2736.4
440	424 	257.97	3122.6	2483.7
450	106.38	60.61	2696.8	1622.64
