10	289.5	215.78	1976.4	1785.3
20	632.8	640.96	2211.1	2186.5
30	752.7	695.1	2392.8	2104.8
40	978.2	1105.5	2582.9	2226.4
50	1371.1	1233.3	2268.1	2023.9
60	1352.9	931.8	2059.3	2054 
70	1590.7	1621.6	2728.28	2778.1
80	1628.7	1717 	2676.3	2580.5
90	1857.4	1810.49	3043.5	3099 
100	1954.1	1723.92	2822.1	2641.8
110	1549.98	1306.8	2233.6	2464.3
120	1729.2	1644.9	3182.16	2933.6
130	1825.13	1768.1	3345.37	2884.8
140	1301.9	760.7	2468.7	2088.9
150	1450.2	1174 	2435.9	2129.1
160	1162.6	1147.4	1942.6	1843.7
170	1406.3	1007.6	2354.3	2293.4
180	1256.67	1080.5	1770.5	1870.8
190	1112.61	1065.9	1890.9	1782 
200	1729.8	1668.6	2715.7	2751.92
210	1632.1	1449.1	2583.7	2492.55
220	1496.5	1406.16	2679.43	2233.08
230	1755.2	1581.76	3178.97	2890.49
240	1679 	1518.4	2969.6	2504.4
250	1815.1	1567.5	3108.8	2914.9
260	1393.1	1148.9	1765.4	1734.2
270	1321.6	1301.24	2008.7	2102.8
280	1340.2	1269.05	1994.4	2121 
290	1384.1	1329.7	2151.2	2135.1
300	1358.2	1246.1	1802.9	1674.8
310	557.8	392 	219.9	1160.3
320	1595.6	984.5	365.6	2121.5
330	1628.5	1374.9	969.4	2085.8
340	1102.4	872.31	651.7	991.7
350	42.5	206.62	122.5	318.7
360	317.3	755.52	460.9	641.6
370	361.8	761.98	381.4	347 
380	36.4	121.5	28.99	29.1
390	124.6	583.9	303.76	151.9
400	199 	737.73	337.2	162.38
410	162.8	499.35	225 	85.71
420	35.7	79.4	69.7	54.1
430	330.7	340.1	250.9	152 
440	337.5	266.9	224.5	133.2
450	344.83	222.22	620.69	159.09
