10	194.37	189.12	642.2	746.13
20	547.2	529.41	935.9	1029.1
30	646.7	680.8	926.3	1041.1
40	762.87	765.1	1068.2	1049.8
50	866.36	861.3	1177.9	1010.8
60	819.9	837.7	1240.5	1123.1
70	920.3	918.4	1349.5	1261.7
80	674.4	750.8	1003.6	983.9
90	637.45	818.2	1202.5	1184.36
100	1048.92	1002.8	1421.1	649.23
110	795.4	805.6	1104.5	1131.2
120	809.6	804.7	1008.6	1129.8
130	558.72	22.83	130.46	727.9
140	1028.82	302.15	708.49	1014.9
150	827 	420.7	786.8	748.1
160	772.2	265.2	438.1	330.1
170	588.9	306.3	417.6	285.4
180	490.7	89.3	236.6	27.1
190	121.2	98.5	121.4	79.6
200	617.2	461.2	373.7	452.1
210	468.1	278.4	407.7	299.7
220	714.4	178 	285.3	224.4
230	647.74	305.6	373.8	396.1
240	659.1	532.3	503.2	640.86
250	471.15	418.5	347.8	478.75
260	270.9	203.4	171.7	251.9
270	152.2	154.88	136.5	109.2
280	234.5	186.32	154.3	202.1
290	272.47	300.6	181.4	291.7
300	384.54	425 	296.3	433.8
310	278.5	355.5	295.7	364.6
320	122.1	145.5	75.2	153.2
330	443.9	461 	324.9	517.8
340	426.21	432.1	280.4	434.2
350	354.57	340.4	217.3	329.7
360	315.4	388.1	152.7	228.6
370	221.2	207.5	128.8	235.2
380	419 	415.8	263.2	413.3
390	458.2	444.46	265.4	440.4
400	360.5	377.34	180.9	316.9
410	329 	407.3	220.7	425.71
420	363.5	451.6	253 	396.68
430	468.4	534.1	185.4	542.2
440	386.8	444.7	0	479 
450	333.33	144.93	0	0
