1	1435828224	9223372036854771712	0	2826027008	9223372036854771712	0	1773506560	9223372036854771712	0	3988996096	9223372036854771712	0	2469560320
2	1436065792	9223372036854771712	0	2826027008	9223372036854771712	0	1773522944	9223372036854771712	0	4021338112	9223372036854771712	0	2436182016
3	1465712640	9223372036854771712	0	2826027008	9223372036854771712	0	1773522944	9223372036854771712	0	4051881984	9223372036854771712	0	2374844416
4	1479069696	9223372036854771712	0	2826174464	9223372036854771712	0	1773522944	9223372036854771712	0	4088180736	9223372036854771712	0	2323562496
5	1489534976	9223372036854771712	0	2826428416	9223372036854771712	0	1773522944	9223372036854771712	0	4130111488	9223372036854771712	0	2267951104
6	1497714688	9223372036854771712	0	2848985088	9223372036854771712	0	1773522944	9223372036854771712	0	4169371648	9223372036854771712	0	2196873216
7	1497894912	9223372036854771712	0	2866106368	9223372036854771712	0	1773522944	9223372036854771712	0	4217061376	9223372036854771712	0	2130808832
8	1498140672	9223372036854771712	0	2889048064	9223372036854771712	0	1773522944	9223372036854771712	0	4253687808	9223372036854771712	0	2070806528
9	1498402816	9223372036854771712	0	2894835712	9223372036854771712	0	1773522944	9223372036854771712	0	4294897664	9223372036854771712	0	2020294656
10	1498759168	9223372036854771712	0	2894934016	9223372036854771712	0	1773522944	9223372036854771712	0	4294950912	9223372036854771712	0	2021011456
11	1499070464	9223372036854771712	0	2895183872	9223372036854771712	0	1773522944	9223372036854771712	0	4294901760	9223372036854771712	0	2018746368
12	1499475968	9223372036854771712	0	2895568896	9223372036854771712	0	1773522944	9223372036854771712	0	4294905856	9223372036854771712	0	2018451456
13	1499815936	9223372036854771712	0	2895962112	9223372036854771712	0	1773522944	9223372036854771712	0	4294918144	9223372036854771712	0	2017103872
14	1500188672	9223372036854771712	0	2896437248	9223372036854771712	0	1875148800	9223372036854771712	0	4294934528	9223372036854771712	0	1912119296
15	1500393472	9223372036854771712	0	2896752640	9223372036854771712	0	1948745728	9223372036854771712	0	4294926336	9223372036854771712	0	1837805568
16	1500844032	9223372036854771712	0	2897186816	9223372036854771712	0	2070671360	9223372036854771712	0	4294901760	9223372036854771712	0	1714761728
17	1501274112	9223372036854771712	0	2897600512	9223372036854771712	0	2122653696	9223372036854771712	0	4294799360	9223372036854771712	0	1663098880
18	1501626368	9223372036854771712	0	2898010112	9223372036854771712	0	2147463168	9223372036854771712	0	4294959104	9223372036854771712	0	1634848768
19	1502019584	9223372036854771712	0	2903146496	9223372036854771712	0	2147430400	9223372036854771712	0	4294914048	9223372036854771712	0	1632059392
20	1502347264	9223372036854771712	0	2903564288	9223372036854771712	0	2147356672	9223372036854771712	0	4294959104	9223372036854771712	0	1631236096
21	1502789632	9223372036854771712	0	2904068096	9223372036854771712	0	2147475456	9223372036854771712	0	4294918144	9223372036854771712	0	1632239616
22	1503137792	9223372036854771712	0	2904469504	9223372036854771712	0	2147479552	9223372036854771712	0	4294963200	9223372036854771712	0	1630818304
23	1543663616	9223372036854771712	0	2906001408	9223372036854771712	0	2147373056	9223372036854771712	0	4294930432	9223372036854771712	0	1578364928
24	1599385600	9223372036854771712	0	2906357760	9223372036854771712	0	2147315712	9223372036854771712	0	4294934528	9223372036854771712	0	1520848896
25	1599938560	9223372036854771712	0	2906882048	9223372036854771712	0	2147315712	9223372036854771712	0	4294959104	9223372036854771712	0	1520181248
26	1600421888	9223372036854771712	0	2907262976	9223372036854771712	0	2147323904	9223372036854771712	0	4294926336	9223372036854771712	0	1510440960
27	1600999424	9223372036854771712	0	2907709440	9223372036854771712	0	2147454976	9223372036854771712	0	4294926336	9223372036854771712	0	1509511168
28	1601703936	9223372036854771712	0	2908106752	9223372036854771712	0	2147328000	9223372036854771712	0	4128169984	9223372036854771712	0	1679884288
29	1602359296	9223372036854771712	0	2908659712	9223372036854771712	0	2147471360	9223372036854771712	0	3478839296	9223372036854771712	0	2337648640
30	1603084288	9223372036854771712	0	2909085696	9223372036854771712	0	2147446784	9223372036854771712	0	3478904832	9223372036854771712	0	2337767424
31	1603989504	9223372036854771712	0	2909515776	9223372036854771712	0	2147409920	9223372036854771712	0	3478949888	9223372036854771712	0	2334904320
32	1604632576	9223372036854771712	0	2910179328	9223372036854771712	0	2147270656	9223372036854771712	0	3479171072	9223372036854771712	0	2333995008
33	1605218304	9223372036854771712	0	2910683136	9223372036854771712	0	2147348480	9223372036854771712	0	3479093248	9223372036854771712	0	2332606464
34	1605910528	9223372036854771712	0	2911268864	9223372036854771712	0	2147483648	9223372036854771712	0	3479142400	9223372036854771712	0	2331127808
35	1606574080	9223372036854771712	0	2912235520	9223372036854771712	0	2147463168	9223372036854771712	0	3479322624	9223372036854771712	0	2330263552
