0	0.0	0.0
1	672.55	0.42
2	672.55	0.42
3	672.55	0.42
4	672.55	0.42
5	672.55	0.42
6	1350.3	0.98
7	1350.3	0.98
8	1350.3	0.98
9	1350.3	0.98
10	1668.22	1.08
11	1986.32	1.52
12	1986.32	1.52
13	1986.32	1.52
14	2658.79	1.95
15	2658.79	1.95
16	5905.42	7.78
17	9732.6	16.65
18	12231.36	23.36
19	13075.75	24.2
20	13075.75	24.2
21	13075.75	24.2
22	13075.75	24.2
23	13402.3	24.73
24	13402.3	24.73
25	13402.3	24.73
26	13402.3	24.73
27	13719.18	25.22
28	13719.18	25.22
29	14766.27	94.28
30	14766.27	94.28
31	14766.27	94.28
32	14766.27	94.28
33	14766.27	94.28
34	15045.9	95.13
35	15045.9	95.13
36	15045.9	95.13
37	15323.59	95.92
38	15323.59	95.92
39	15323.59	95.92
40	15590.59	96.55
41	15590.59	96.55
42	15590.59	96.55
43	16125.25	97.58
44	16965.21	143.54
45	16965.21	168.66
46	16965.21	168.66
47	16965.21	168.66
48	17205.24	169.17
49	17205.24	169.17
50	17205.24	169.17
51	17679.61	170.44
52	17679.61	170.44
53	17679.61	170.44
54	17679.61	170.44
55	17797.09	170.53
56	17924.69	170.93
57	17924.69	170.93
58	18163.03	171.42
59	18407.2	171.88
60	19761.38	183.59
61	19761.38	183.59
62	19761.38	186.87
63	19761.38	213.84
64	19761.38	213.84
65	19951.95	214.29
66	19951.95	214.29
67	20143.01	214.73
68	20143.01	214.73
69	20343.01	215.2
70	20343.01	215.2
71	20343.01	215.2
72	20537.23	215.64
73	20537.23	215.64
74	20724.69	216.1
75	21331.38	219.91
76	21603.94	282.12
77	21603.94	282.12
78	21603.94	282.12
79	21900.33	283.46
80	21900.33	283.46
81	21900.33	283.46
82	22187.02	284.9
83	22187.02	284.9
84	22187.02	314.36
85	22187.02	314.36
86	22187.02	314.36
87	22340.91	314.78
88	22340.91	314.78
89	22506.33	315.2
90	22669.49	315.61
91	23666.91	323.04
92	23831.16	324.61
93	23831.16	324.61
94	23989.52	325.56
95	23989.52	325.56
96	23989.52	325.56
97	24092.43	325.99
98	24092.43	355.26
99	24092.43	355.26
100	24092.43	356.91
101	24092.43	384.28
102	24092.43	384.28
103	24312.83	385.64
104	24312.83	385.64
105	24436.36	386.07
106	24537.81	386.51
107	25176.66	451.32
108	25176.66	454.36
109	25176.66	479.42
110	25176.66	479.42
111	25176.66	507.12
112	25176.66	507.12
113	25333.32	508.39
114	25333.32	508.39
115	25333.32	508.39
116	25477.54	509.7
117	25477.54	509.7
118	25621.12	510.96
119	25621.12	510.96
120	25758.23	512.21
121	25869.84	513.52
122	26265.72	525.5
123	26299.9	599.88
124	26366.88	601.11
125	26384.74	601.51
126	26384.74	614.8
127	26384.74	628.4
128	26470.04	629.61
129	26470.04	629.61
130	26470.04	656.29
131	26470.04	656.29
132	26565.98	657.48
133	26565.98	657.48
134	26704.31	659.14
135	26704.31	659.14
136	26704.31	659.14
137	26826.72	660.77
138	27087.64	793.18
139	27087.64	793.18
140	27087.64	793.18
141	27115.04	795.92
142	27115.04	801.91
143	27115.04	821.27
144	27115.04	821.27
145	27186.07	823.95
146	27186.07	823.95
147	27253.91	826.69
148	27253.91	826.69
149	27322.16	829.44
150	27322.16	829.44
151	27322.16	854.58
152	27404.15	857.27
153	27432.78	857.71
154	27556.99	1021.25
155	27556.99	1021.25
156	27580.12	1026.53
157	27580.12	1049.24
158	27580.12	1049.24
159	27628.8	1051.77
160	27677.16	1054.23
161	27677.16	1054.23
162	27724.91	1056.68
163	27724.91	1056.68
164	27772.04	1061.98
165	27815.44	1064.44
166	27825.73	1064.79
167	27869.44	1070.0
168	27869.44	1092.51
169	27869.44	1092.51
170	27869.44	1092.51
171	27869.44	1092.51
172	27869.44	1092.51
173	27869.44	1092.51
174	27869.44	1092.51
175	27869.44	1092.51
176	27869.44	1092.51
177	27869.44	1092.51
178	27869.44	1092.51
179	27869.44	1092.51
180	27869.44	1092.51
181	27869.44	1092.51
182	27869.44	1092.51
183	27869.44	1092.51
184	27869.44	1092.51
185	27869.44	1092.51
186	27869.44	1092.51
187	27869.44	1092.51
188	27869.44	1092.51
189	27869.44	1092.51
190	27869.44	1092.51
191	27869.44	1092.51
192	27869.44	1092.51
193	27869.44	1092.51
194	27869.44	1092.51
195	27869.44	1092.51
196	27869.44	1092.51
197	27869.44	1092.51
198	27869.44	1092.51
199	27869.44	1092.51
200	27869.44	1092.51
201	27869.44	1092.51
202	27869.44	1092.51
203	27869.44	1092.51
204	27869.44	1092.51
205	27869.44	1092.51
206	27869.44	1092.51
207	27869.44	1092.51
208	27869.44	1092.51
209	27869.44	1092.51
210	27869.44	1092.51
211	27869.44	1092.51
212	27869.44	1092.51
213	27869.44	1092.51
214	27869.44	1092.51
215	27869.44	1092.51
216	27869.44	1092.51
217	27869.44	1092.51
218	27869.44	1092.51
219	27869.44	1092.51
220	27869.44	1092.51
221	27869.44	1092.51
222	27869.44	1092.51
223	27869.44	1092.51
224	27869.44	1092.51
225	27869.44	1092.51
226	27869.44	1092.51
227	27869.44	1092.51
228	27869.44	1092.51
229	27869.44	1092.51
230	27869.44	1092.51
231	27869.44	1092.51
232	27869.44	1092.51
233	27869.44	1092.51
234	27869.44	1092.51
235	27869.44	1092.51
236	27869.44	1092.51
237	27869.44	1092.51
238	27869.44	1092.51
239	27869.44	1092.51
240	27869.44	1092.51
241	27869.44	1092.51
242	27869.44	1092.51
243	27869.44	1092.51
244	27869.44	1092.51
245	27869.44	1092.51
246	27869.44	1092.51
247	27869.44	1092.51
248	27869.44	1092.51
249	27869.44	1092.51
250	27869.44	1092.51
251	27869.44	1092.51
252	27869.44	1092.51
253	27869.44	1092.51
254	27869.44	1092.51
255	27869.44	1092.51
256	27869.44	1092.51
257	27869.44	1092.51
258	27869.44	1092.51
259	27869.44	1092.51
260	27869.44	1092.51
261	27869.44	1092.51
262	27869.44	1092.51
263	27869.44	1092.51
264	27869.44	1092.51
265	27869.44	1092.51
266	27869.44	1092.51
267	27869.44	1092.51
268	27869.44	1092.51
269	27869.44	1092.51
270	27869.44	1092.51
271	27869.44	1092.51
272	27869.44	1092.51
273	27869.44	1092.51
274	27869.44	1092.51
275	27869.44	1092.51
276	27869.44	1092.51
277	27869.44	1092.51
278	27869.44	1092.51
279	27869.44	1092.51
280	27869.44	1092.51
281	27869.44	1092.51
282	27869.44	1092.51
283	27869.44	1092.51
284	27869.44	1092.51
285	27869.44	1092.51
286	27869.44	1092.51
287	27869.44	1092.51
288	27869.44	1092.51
289	27869.44	1092.51
290	27869.44	1092.51
291	27869.44	1092.51
292	27869.44	1092.51
293	27869.44	1092.51
294	27869.44	1092.51
295	27869.44	1092.51
296	27869.44	1092.51
297	27869.44	1092.51
298	27869.44	1092.51
299	27869.44	1092.51
300	27869.44	1092.51
301	27869.44	1092.51
302	27869.44	1092.51
303	27869.44	1092.51
304	27869.44	1092.51
305	27869.44	1092.51
306	27869.44	1092.51
307	27869.44	1092.51
308	27869.44	1092.51
309	27869.44	1092.51
310	27869.44	1092.51
311	27869.44	1092.51
312	27869.44	1092.51
313	27869.44	1092.51
314	27869.44	1092.51
315	27869.44	1092.51
316	27869.44	1092.51
317	27869.44	1092.51
318	27869.44	1092.51
319	27869.44	1092.51
