1	544518144	9223372036854771712	0	190636032	9223372036854771712	0	53968896	9223372036854771712	0	54210560	9223372036854771712	0	54231040	9223372036854771712	0	9594888192
2	1132769280	9223372036854771712	0	893181952	9223372036854771712	0	542736384	9223372036854771712	0	356331520	9223372036854771712	0	129859584	9223372036854771712	0	7435313152
3	1159245824	9223372036854771712	0	1143267328	9223372036854771712	0	1127641088	9223372036854771712	0	1121923072	9223372036854771712	0	851169280	9223372036854771712	0	5079928832
4	1184280576	9223372036854771712	0	1167908864	9223372036854771712	0	1153855488	9223372036854771712	0	1155477504	9223372036854771712	0	1149620224	9223372036854771712	0	4663214080
5	1214558208	9223372036854771712	0	1196875776	9223372036854771712	0	1183477760	9223372036854771712	0	1187328000	9223372036854771712	0	1183043584	9223372036854771712	0	4512006144
6	1245753344	9223372036854771712	0	1229905920	9223372036854771712	0	1214672896	9223372036854771712	0	1217343488	9223372036854771712	0	1217253376	9223372036854771712	0	4345552896
7	1278259200	9223372036854771712	0	1261625344	9223372036854771712	0	1250455552	9223372036854771712	0	1248931840	9223372036854771712	0	1254084608	9223372036854771712	0	4170698752
8	1311420416	9223372036854771712	0	1294524416	9223372036854771712	0	1285713920	9223372036854771712	0	1281359872	9223372036854771712	0	1289605120	9223372036854771712	0	3995889664
9	1342746624	9223372036854771712	0	1325719552	9223372036854771712	0	1317302272	9223372036854771712	0	1312948224	9223372036854771712	0	1323945984	9223372036854771712	0	3830718464
10	1375252480	9223372036854771712	0	1357832192	9223372036854771712	0	1352298496	9223372036854771712	0	1348599808	9223372036854771712	0	1359335424	9223372036854771712	0	3655725056
11	1407365120	9223372036854771712	0	1389420544	9223372036854771712	0	1385197568	9223372036854771712	0	1382625280	9223372036854771712	0	1393545216	9223372036854771712	0	3485835264
12	1433841664	9223372036854771712	0	1415897088	9223372036854771712	0	1409314816	9223372036854771712	0	1406357504	9223372036854771712	0	1418317824	9223372036854771712	0	3359830016
13	1455915008	9223372036854771712	0	1439358976	9223372036854771712	0	1432113152	9223372036854771712	0	1428402176	9223372036854771712	0	1441517568	9223372036854771712	0	3245301760
14	1481736192	9223372036854771712	0	1467068416	9223372036854771712	0	1459351552	9223372036854771712	0	1456730112	9223372036854771712	0	1468350464	9223372036854771712	0	3106734080
15	1508790272	9223372036854771712	0	1499836416	9223372036854771712	0	1490284544	9223372036854771712	0	1485766656	9223372036854771712	0	1499807744	9223372036854771712	0	2952159232
16	1543651328	9223372036854771712	0	1536110592	9223372036854771712	0	1523183616	9223372036854771712	0	1502216192	9223372036854771712	0	1533292544	9223372036854771712	0	2793779200
17	1574879232	9223372036854771712	0	1559179264	9223372036854771712	0	1554378752	9223372036854771712	0	1522667520	9223372036854771712	0	1566318592	9223372036854771712	0	2651361280
18	1611972608	9223372036854771712	0	1559179264	9223372036854771712	0	1590026240	9223372036854771712	0	1522667520	9223372036854771712	0	1603411968	9223372036854771712	0	2539941888
19	1645527040	9223372036854771712	0	1587560448	9223372036854771712	0	1621221376	9223372036854771712	0	1541038080	9223372036854771712	0	1636573184	9223372036854771712	0	2390847488
20	1679998976	9223372036854771712	0	1621237760	9223372036854771712	0	1652539392	9223372036854771712	0	1571160064	9223372036854771712	0	1669472256	9223372036854771712	0	2225238016
21	1709228032	9223372036854771712	0	1653452800	9223372036854771712	0	1683865600	9223372036854771712	0	1599262720	9223372036854771712	0	1700536320	9223372036854771712	0	1470095360
22	1733910528	9223372036854771712	0	1680490496	9223372036854771712	0	1706942464	9223372036854771712	0	1623547904	9223372036854771712	0	1725833216	9223372036854771712	0	162533376
