10	378.66	402.2	0	0
20	758.52	762.52	1157.87	716.5
30	1323.26	1218.12	1074.61	991.4
40	1546.9	1447.6	1999 	1634.17
50	1814.5	1338.8	1954.7	1991 
60	1908.51	1639.6	2671.4	1921.38
70	1956 	1781.4	2742 	2672.56
80	1824.1	1633.04	2664.2	2538.1
90	2162.1	2073.01	2277.4	2281.9
100	1911 	1854.6	1765.8	2761.4
110	1670.73	1618 	2598.5	2507.2
120	1725.62	1837.8	2428.3	2478.3
130	2443.08	1001.3	2751.7	2676 
140	1391.1	30.5	1672.7	1431.4
150	1311.6	43.6	298.8	56 
160	2208.56	184.6	257.9	49.1
170	1953.29	274.3	1144.5	219.8
180	1869.9	894.5	740.6	101.3
190	2346.2	427 	1080.8	382.7
200	1169.3	323.7	484.3	213 
210	2068.3	679.81	412.5	162.4
220	1548.8	1082.48	794.7	270.9
230	1779.1	849.2	756.1	297.9
240	1808.6	1094.4	488.9	237.5
250	503.3	71.2	539.5	299.1
260	1156.1	471.6	56.2	15.2
270	1774.4	1213.1	237.9	110.7
280	1379.06	1005.2	623.2	339.1
290	349.03	150.2	583.2	324.7
300	1102.1	374.2	43.2	29.2
310	1807.4	1087.7	221.4	95.6
320	1195.7	729.3	801 	400.9
330	989.5	118 	542 	260.5
340	1328.2	515.7	158.5	29.4
350	2006.6	887.4	606 	209.2
360	725.2	206.8	1255.6	313.3
370	547.5	215.3	417.1	94.3
380	1624.4	632.2	342.3	62 
390	1158.4	194.8	750.3	259.5
400	1423.1	570.5	237.7	61.6
410	0.31	0.29	716.6	186.7
