0	9936896.0	10784768.0	14729216.0	16556032.0	139661312.0	0.0	109408256.0
1	10571776.0	7643136.0	29089792.0	6234112.0	136114176.0	0.0	129220608.0
2	13221888.0	6758400.0	90632192.0	55332864.0	62926848.0	0.0	193294336.0
3	27627520.0	6586368.0	147259392.0	100655104.0	62013440.0	0.0	143273984.0
4	26537984.0	94928896.0	93548544.0	156450816.0	6021120.0	0.0	118960128.0
5	30658560.0	71340032.0	54566912.0	61689856.0	67014656.0	0.0	238678016.0
6	48345088.0	54796288.0	72507392.0	48467968.0	10522624.0	0.0	325296128.0
7	72855552.0	77733888.0	96362496.0	72978432.0	34902016.0	0.0	201072640.0
8	76947456.0	81907712.0	80691200.0	89047040.0	60026880.0	0.0	185069568.0
9	70164480.0	76619776.0	77520896.0	66523136.0	70905856.0	0.0	211329024.0
10	66686976.0	66482176.0	66265088.0	65314816.0	64163840.0	0.0	246521856.0
11	59965440.0	54571008.0	65355776.0	61235200.0	56258560.0	0.0	279003136.0
12	61304832.0	52715520.0	60297216.0	55631872.0	54657024.0	0.0	290996224.0
13	61304832.0	52715520.0	60297216.0	55631872.0	54657024.0	0.0	290783232.0
14	61304832.0	52715520.0	60297216.0	55631872.0	54657024.0	0.0	290365440.0
15	61304832.0	52715520.0	60297216.0	55631872.0	54657024.0	0.0	290095104.0
16	61304832.0	52715520.0	60297216.0	55631872.0	54657024.0	0.0	289841152.0
17	61186048.0	52715520.0	60297216.0	55631872.0	54657024.0	0.0	289767424.0
18	61186048.0	52715520.0	60297216.0	55631872.0	54657024.0	0.0	288321536.0
19	56537088.0	52969472.0	60551168.0	55754752.0	53301248.0	0.0	295993344.0
20	56537088.0	52969472.0	60551168.0	55754752.0	53301248.0	0.0	295866368.0
21	56537088.0	52969472.0	60551168.0	55754752.0	53301248.0	0.0	295534592.0
22	56668160.0	53100544.0	60551168.0	55754752.0	53301248.0	0.0	295325696.0
23	56668160.0	53100544.0	60551168.0	55754752.0	53301248.0	0.0	295325696.0
24	56668160.0	53100544.0	60551168.0	55754752.0	53301248.0	0.0	295424000.0
25	56614912.0	53100544.0	60551168.0	55754752.0	53301248.0	0.0	295251968.0
26	56614912.0	52977664.0	60551168.0	55754752.0	53301248.0	0.0	295280640.0
27	44605440.0	49479680.0	58269696.0	58884096.0	56299520.0	0.0	307953664.0
28	51040256.0	54616064.0	42622976.0	44863488.0	49651712.0	0.0	331546624.0
29	48836608.0	46833664.0	52813824.0	51777536.0	53182464.0	0.0	320221184.0
30	52441088.0	50634752.0	46608384.0	43581440.0	47026176.0	0.0	334508032.0
31	43610112.0	52891648.0	46735360.0	50221056.0	45707264.0	0.0	336486400.0
32	47497216.0	47337472.0	48996352.0	53022720.0	45142016.0	0.0	332910592.0
33	48062464.0	47861760.0	49520640.0	53547008.0	45928448.0	0.0	328847360.0
34	48062464.0	47861760.0	49520640.0	53547008.0	45928448.0	0.0	328843264.0
35	48046080.0	47849472.0	47742976.0	52355072.0	45912064.0	0.0	331407360.0
36	46243840.0	50253824.0	49455104.0	44777472.0	51613696.0	0.0	332296192.0
37	48775168.0	39362560.0	48787456.0	47288320.0	50728960.0	0.0	340037632.0
38	49020928.0	39481344.0	49164288.0	48451584.0	44752896.0	0.0	344535040.0
