1	546807808	536870912	0	547655680	536870912	0	551600128	536870912	0	553426944	536870912	0	676532224	536870912	0	0	109408256
2	547442688	536870912	16506880	544514048	536870912	32636928	565960704	536870912	38064128	543105024	536870912	13115392	672985088	536870912	31211520	0	129220608
3	550092800	536870912	26193920	543629312	536870912	148520960	627503104	536870912	228265984	592203776	536870912	87142400	599797760	536870912	181694464	0	193294336
4	564498432	536870912	59658240	543457280	536870912	165031936	684130304	536870912	349175808	637526016	536870912	230563840	598884352	536870912	700235776	0	143273984
5	563408896	536870912	94027776	631799808	536870912	180137984	630419456	536870912	756244480	693321728	536870912	493531136	542892032	536870912	1144360960	0	118960128
6	567529472	536870912	105398272	608210944	536870912	353558528	591437824	536870912	943190016	598560768	536870912	1082036224	603885568	536870912	1300369408	0	238678016
7	585216000	536870912	105398272	591667200	536870912	524525568	609378304	536870912	943190016	585338880	536870912	1350242304	547393536	536870912	1451765760	0	325296128
8	609726464	536870912	105398272	614604800	536870912	524525568	633233408	536870912	943190016	609849344	536870912	1350242304	571772928	536870912	1451765760	0	201072640
9	613818368	536870912	183013376	618778624	536870912	598962176	617562112	536870912	1090412544	625917952	536870912	1376436224	596897792	536870912	1451765760	0	185069568
10	607035392	536870912	302190592	613490688	536870912	709300224	614391808	536870912	1182908416	603394048	536870912	1514045440	607776768	536870912	1494306816	0	211329024
11	603557888	536870912	405979136	603353088	536870912	842117120	603136000	536870912	1290002432	602185728	536870912	1588776960	601034752	536870912	1584623616	0	246521856
12	596836352	536870912	532107264	591441920	536870912	956985344	602226688	536870912	1349754880	598106112	536870912	1674883072	593129472	536870912	1683177472	0	279003136
13	598175744	536870912	588677120	589586432	536870912	1010282496	597168128	536870912	1422282752	592502784	536870912	1743806464	591527936	536870912	1749876736	0	290996224
14	598175744	536870912	588677120	589586432	536870912	1010282496	597168128	536870912	1422282752	592502784	536870912	1743806464	591527936	536870912	1749876736	0	290783232
15	598175744	536870912	588677120	589586432	536870912	1010282496	597168128	536870912	1422282752	592502784	536870912	1743806464	591527936	536870912	1749876736	0	290365440
16	598175744	536870912	588677120	589586432	536870912	1010282496	597168128	536870912	1422282752	592502784	536870912	1743806464	591527936	536870912	1749876736	0	290095104
17	598175744	536870912	588677120	589586432	536870912	1010282496	597168128	536870912	1422282752	592502784	536870912	1743806464	591527936	536870912	1749876736	0	289841152
18	598056960	536870912	588677120	589586432	536870912	1010282496	597168128	536870912	1422282752	592502784	536870912	1743806464	591527936	536870912	1749876736	0	289767424
19	598056960	536870912	588677120	589586432	536870912	1010282496	597168128	536870912	1422282752	592502784	536870912	1743806464	591527936	536870912	1749876736	0	288321536
20	593408000	536870912	606691328	589840384	536870912	1010282496	597422080	536870912	1422282752	592625664	536870912	1743806464	590172160	536870912	1756483584	0	295993344
21	593408000	536870912	606691328	589840384	536870912	1010282496	597422080	536870912	1422282752	592625664	536870912	1743806464	590172160	536870912	1756483584	0	295866368
22	593408000	536870912	606691328	589840384	536870912	1010282496	597422080	536870912	1422282752	592625664	536870912	1743806464	590172160	536870912	1756483584	0	295534592
23	593539072	536870912	606691328	589971456	536870912	1010282496	597422080	536870912	1422282752	592625664	536870912	1743806464	590172160	536870912	1756483584	0	295325696
24	593539072	536870912	606691328	589971456	536870912	1010282496	597422080	536870912	1422282752	592625664	536870912	1743806464	590172160	536870912	1756483584	0	295325696
25	593539072	536870912	606691328	589971456	536870912	1010282496	597422080	536870912	1422282752	592625664	536870912	1743806464	590172160	536870912	1756483584	0	295424000
26	593485824	536870912	606691328	589971456	536870912	1010282496	597422080	536870912	1422282752	592625664	536870912	1743806464	590172160	536870912	1756483584	0	295251968
27	593485824	536870912	606691328	589848576	536870912	1010282496	597422080	536870912	1422282752	592625664	536870912	1743806464	590172160	536870912	1756483584	0	295280640
28	581476352	536870912	645156864	586350592	536870912	1027002368	595140608	536870912	1438834688	595755008	536870912	1743806464	593170432	536870912	1756483584	0	307953664
29	587911168	536870912	714596352	591486976	536870912	1073762304	579493888	536870912	1547063296	581734400	536870912	1854038016	586522624	536870912	1865248768	0	331546624
30	585707520	536870912	807837696	583704576	536870912	1161834496	589684736	536870912	1587712000	588648448	536870912	1897680896	590053376	536870912	1938468864	0	320221184
31	589312000	536870912	831811584	587505664	536870912	1180520448	583479296	536870912	1641295872	580452352	536870912	1961775104	583897088	536870912	1997471744	0	334508032
32	580481024	536870912	946335744	589762560	536870912	1248018432	583606272	536870912	1721565184	587091968	536870912	2018197504	582578176	536870912	2079088640	0	336486400
33	584368128	536870912	1027309568	584208384	536870912	1360420864	585867264	536870912	1786929152	589893632	536870912	2075410432	582012928	536870912	2171052032	0	332910592
34	584933376	536870912	1027309568	584732672	536870912	1360420864	586391552	536870912	1786929152	590417920	536870912	2075410432	582799360	536870912	2171052032	0	328847360
35	584933376	536870912	1027309568	584732672	536870912	1360420864	586391552	536870912	1786929152	590417920	536870912	2075410432	582799360	536870912	2171052032	0	328843264
36	584916992	536870912	1027309568	584720384	536870912	1360420864	584613888	536870912	1790980096	589225984	536870912	2089676800	582782976	536870912	2171052032	0	331407360
37	583114752	536870912	1053052928	587124736	536870912	1373081600	586326016	536870912	1815334912	581648384	536870912	2134564864	588484608	536870912	2171052032	0	332296192
38	585646080	536870912	1080999936	576233472	536870912	1429995520	585658368	536870912	1844506624	584159232	536870912	2148843520	587599872	536870912	2212454400	0	340037632
39	585891840	536870912	1080999936	576352256	536870912	1429995520	586035200	536870912	1844506624	585322496	536870912	2148843520	581623808	536870912	2240565248	0	344535040
