10	137.66	142.9	0	0
20	549.9	686.8	2194.4	2260.67
30	870.06	932.2	2524.34	3497.6
40	1419.36	1395.8	1700.03	3121 
50	1609.98	1608.1	1543.43	2207.9
60	1857.96	1778.5	1230.9	2552.8
70	2100.4	2026.4	812.6	2806.5
80	2241.7	2269.3	604.5	1951.2
90	1639.7	1667.6	668.1	355.9
100	1668.5	1782 	2276.2	1419.44
110	1569.8	1590.7	2090 	1568.74
120	1766.6	1788.9	2534.1	2135.31
130	1764.6	1788.7	2834.9	2578.14
140	1446.1	1660.7	2893 	2557.66
150	2249.3	666.4	2662.83	2370.16
160	2140.59	61.9	1095.3	814.08
170	2059.35	97.3	45.8	33.8
180	1793.9	440.06	88.8	74.7
190	1769.5	316.43	664.3	273.2
200	1583.4	353.9	555.2	140.6
210	1606.6	742.8	755.5	169.6
220	1577.8	828.3	1408.7	367.5
230	303.9	21.1	1301.3	416.84
240	870.4	847.5	11.99	6.9
250	1142.59	1028.4	561.38	439.3
260	245.82	207.8	443.3	565.3
270	704.7	643.14	103.5	89.3
280	654.3	604.76	256.2	328.4
290	795.3	718.1	192.7	352.5
300	538.4	561 	240.82	436.3
310	575.6	509.8	317.7	291.43
320	757.3	724.6	207.7	203.08
330	93.2	162.1	126.8	75.9
340	651.8	751 	38.6	34 
350	606.6	756.9	166.3	132.5
360	121.9	139 	176.9	137.7
370	458 	559.4	46.9	25.1
380	442.1	463 	143.76	99.8
390	212.2	150 	113.61	53.7
400	419.5	434 	65.89	13.3
410	345.1	357.2	137.34	49.7
420	242.7	159.5	106.5	38.7
430	457.6	453.2	87.6	10.3
440	652.8	644.4	140.73	44.9
450	285.71	71.43	152.42	61.2
